epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.09357798099517822,0.0010000000474974513,6.796647071838379,0.07419183105230331,6.289984226226807
1,0.10327654331922531,0.0010000000474974513,5.795739650726318,0.0842607244849205,6.248868465423584
2,0.10825689882040024,0.0010000000474974513,5.554631233215332,0.0895601436495781,6.21560001373291
3,0.11598949879407883,0.0010000000474974513,5.374212741851807,0.11075781285762787,6.122645378112793
4,0.15281784534454346,0.0010000000474974513,5.1829094886779785,0.12506623566150665,5.976858139038086
5,0.17837485671043396,0.0010000000474974513,4.9910569190979,0.1679915189743042,5.826223850250244
6,0.21782436966896057,0.0010000000474974513,4.780543327331543,0.18918918073177338,5.692573547363281
7,0.24692001938819885,0.0010000000474974513,4.579204082489014,0.22946475446224213,5.601468563079834
8,0.273525595664978,0.0010000000474974513,4.384916305541992,0.2453630119562149,5.4974894523620605
9,0.28663170337677,0.0010000000474974513,4.233294486999512,0.2554318904876709,5.478477478027344
10,0.31716907024383545,0.0010000000474974513,4.087043762207031,0.2602013647556305,5.394387722015381
11,0.3263434171676636,0.0010000000474974513,3.956939697265625,0.2718600928783417,5.372806072235107
12,0.3433813750743866,0.0010000000474974513,3.7880234718322754,0.28033918142318726,5.380009651184082
13,0.35557007789611816,0.0010000000474974513,3.7489638328552246,0.29623737931251526,5.334573745727539
14,0.3716907203197479,0.0010000000474974513,3.58156156539917,0.30312663316726685,5.338051795959473
15,0.3876802623271942,0.0010000000474974513,3.5106418132781982,0.31054583191871643,5.314167499542236
16,0.401703804731369,0.0010000000474974513,3.4227917194366455,0.316375195980072,5.310202598571777
17,0.4136303961277008,0.0010000000474974513,3.346994400024414,0.316375195980072,5.326423645019531
18,0.42031463980674744,0.0010000000474974513,3.263354539871216,0.31955486536026,5.308409690856934
19,0.4296199381351471,0.0010000000474974513,3.1654179096221924,0.3216746151447296,5.317781925201416
20,0.4373525083065033,0.0010000000474974513,3.1086409091949463,0.3216746151447296,5.322757720947266
21,0.45032772421836853,0.0010000000474974513,3.023834705352783,0.3264440894126892,5.336578369140625
22,0.45478376746177673,0.0010000000474974513,2.9393484592437744,0.3322734534740448,5.338529109954834
23,0.4604194164276123,0.0010000000474974513,2.866067409515381,0.3317434787750244,5.360352039337158
24,0.4690694808959961,0.0005000000237487257,2.7922329902648926,0.3306836187839508,5.360297679901123
25,0.47077319025993347,0.0005000000237487257,2.7657790184020996,0.3338632583618164,5.374927997589111
26,0.4722149968147278,0.0005000000237487257,2.7084171772003174,0.335983008146286,5.377643585205078
27,0.47693315148353577,0.0005000000237487257,2.6538946628570557,0.336512953042984,5.3871750831604
28,0.4792923033237457,0.0005000000237487257,2.6644771099090576,0.3370429277420044,5.3901777267456055
